,answer,image_filename,image_id,image_index,image_url,qa_id,question,question_error,question_error_closest_match,question_error_correction,question_error_correction_answer,question_error_new_question,question_is_premise_true
179,In the kitchen.,2335757.jpg,2409702,12632,https://cs.stanford.edu/people/rak248/VG_100K_2/2409702.jpg,460410,Where was the picture taken?,,,,,,
180,Archway.,2401850.jpg,2409691,12643,https://cs.stanford.edu/people/rak248/VG_100K_2/2409691.jpg,1252265,What is under the clock?,,,,,,
181,Red.,2331554.jpg,2409691,12643,https://cs.stanford.edu/people/rak248/VG_100K_2/2409691.jpg,530341,What color is the Delta Airline logo?,,,,,,
182,In a chair.,2360831.jpg,2409691,12643,https://cs.stanford.edu/people/rak248/VG_100K_2/2409691.jpg,1649963,Where is the woman sitting?,,,,,,
183,Green.,2374161.jpg,2409638,12695,https://cs.stanford.edu/people/rak248/VG_100K_2/2409638.jpg,300254,What color is the skater's shirt?,,,,,,
184,Gold.,2408941.jpg,2409638,12695,https://cs.stanford.edu/people/rak248/VG_100K_2/2409638.jpg,1070906,What color is the foil on top of the wine bottle?,,,,,,
185,In the field.,2414113.jpg,2409638,12695,https://cs.stanford.edu/people/rak248/VG_100K_2/2409638.jpg,1018997,Where is the sheep?,,,,,,
186,The woman.,2322469.jpg,2409637,12697,https://cs.stanford.edu/people/rak248/VG_100K_2/2409637.jpg,876596,Who is holding a cheetah bag?,,,,,,
187,White>.,2407482.jpg,2409637,12697,https://cs.stanford.edu/people/rak248/VG_100K_2/2409637.jpg,1207719,What color is the fixtures in the bathroom?,,,,,,
188,On the wood.,2373637.jpg,2409637,12697,https://cs.stanford.edu/people/rak248/VG_100K_2/2409637.jpg,467339,Where are the words written?,,,,,,
189,A cruise ship.,2398028.jpg,2409609,12724,https://cs.stanford.edu/people/rak248/VG_100K_2/2409609.jpg,1398002,What type of ship is it?,,,,,,
190,Iron.,2375474.jpg,2409609,12724,https://cs.stanford.edu/people/rak248/VG_100K_2/2409609.jpg,1946725,What is the fence made of?,,,,,,
191,A racket.,2371662.jpg,2409609,12724,https://cs.stanford.edu/people/rak248/VG_100K_2/2409609.jpg,1868366,What is the man holding?,,,,,,
192,During the day.,2367624.jpg,2409545,12786,https://cs.stanford.edu/people/rak248/VG_100K_2/2409545.jpg,821322,When was this image taken?,,,,,,
193,Lights.,2390512.jpg,2409545,12786,https://cs.stanford.edu/people/rak248/VG_100K_2/2409545.jpg,1358066,What is on the house?,,,,,,
194,Glass.,2396166.jpg,2409545,12786,https://cs.stanford.edu/people/rak248/VG_100K_2/2409545.jpg,1388225,What is the screen made of on the phone?,,,,,,
195,Yellow.,2394300.jpg,2409527,12804,https://cs.stanford.edu/people/rak248/VG_100K_2/2409527.jpg,287315,What color are the skis?,,,,,,
196,On a silver tray on the table.,2362057.jpg,2409527,12804,https://cs.stanford.edu/people/rak248/VG_100K_2/2409527.jpg,1673557,Where are the condiments?,,,,,,
197,One.,2342060.jpg,2409527,12804,https://cs.stanford.edu/people/rak248/VG_100K_2/2409527.jpg,330005,How many green buttons are on the blue phone?,,,,,,
198,"In the air, beyond the reaching player.",2394723.jpg,2409506,12824,https://cs.stanford.edu/people/rak248/VG_100K_2/2409506.jpg,223865,Where is the ball?,,,,,,
199,Trees.,2371284.jpg,2409506,12824,https://cs.stanford.edu/people/rak248/VG_100K_2/2409506.jpg,1860335,What is behind the signs?,,,,,,
200,Pizza.,2360151.jpg,2409506,12824,https://cs.stanford.edu/people/rak248/VG_100K_2/2409506.jpg,1635852,What food is on the table?,,,,,,
201,Green.,2386753.jpg,2409488,12841,https://cs.stanford.edu/people/rak248/VG_100K_2/2409488.jpg,550148,What color is the ground?,,,,,,
202,Black.,2401274.jpg,2409488,12841,https://cs.stanford.edu/people/rak248/VG_100K_2/2409488.jpg,474852,What color is the table?,,,,,,
203,Brick.,2397651.jpg,2409488,12841,https://cs.stanford.edu/people/rak248/VG_100K_2/2409488.jpg,1458858,What is the building made of?,,,,,,
204,The mountains.,2374537.jpg,2409300,13017,https://cs.stanford.edu/people/rak248/VG_100K_2/2409300.jpg,1928235,What is covered in snow?,,,,,,
205,Woods.,2360472.jpg,2409300,13017,https://cs.stanford.edu/people/rak248/VG_100K_2/2409300.jpg,1642426,Where is the elephant standing?,,,,,,
206,Green.,2396720.jpg,2409300,13017,https://cs.stanford.edu/people/rak248/VG_100K_2/2409300.jpg,285520,What color is the grass?,,,,,,
207,Giraffe.,2396848.jpg,2409271,13045,https://cs.stanford.edu/people/rak248/VG_100K_2/2409271.jpg,1391450,What is white with brown fur?,,,,,,
208,Herbivores.,2405360.jpg,2409271,13045,https://cs.stanford.edu/people/rak248/VG_100K_2/2409271.jpg,1158641,Why are the animals peaceful?,,,,,,
209,A poster.,2368615.jpg,2409271,13045,https://cs.stanford.edu/people/rak248/VG_100K_2/2409271.jpg,1806483,What is handing on the wall?,,,,,,
210,The clock tower.,2368505.jpg,2409252,13065,https://cs.stanford.edu/people/rak248/VG_100K_2/2409252.jpg,1804135,How can you tell time?,,,,,,
211,One.,2404629.jpg,2409252,13065,https://cs.stanford.edu/people/rak248/VG_100K_2/2409252.jpg,599754,How many clocks?,,,,,,
212,White.,2349868.jpg,2409252,13065,https://cs.stanford.edu/people/rak248/VG_100K_2/2409252.jpg,643568,What color is the plate?,,,,,,
213,Reflection of cat.,2402629.jpg,2409238,13079,https://cs.stanford.edu/people/rak248/VG_100K_2/2409238.jpg,1265781,What is the cat looking at in the mirror?,,,,,,
214,One.,2351736.jpg,2409238,13079,https://cs.stanford.edu/people/rak248/VG_100K_2/2409238.jpg,449540,How many women are pictured?,,,,,,
215,Yellow.,2337273.jpg,2409238,13079,https://cs.stanford.edu/people/rak248/VG_100K_2/2409238.jpg,589682,What color are the ski poles?,,,,,,
216,White.,2408607.jpg,2409215,13102,https://cs.stanford.edu/people/rak248/VG_100K_2/2409215.jpg,1063698,What is the color of the sign's border?,,,,,,
217,Sugar.,2395184.jpg,2409215,13102,https://cs.stanford.edu/people/rak248/VG_100K_2/2409215.jpg,1383172,What is on the donuts?,,,,,,
218,Near a train.,2353118.jpg,2409215,13102,https://cs.stanford.edu/people/rak248/VG_100K_2/2409215.jpg,971471,Where is this picture taken?,,,,,,
219,On a building.,2366272.jpg,2409132,13182,https://cs.stanford.edu/people/rak248/VG_100K_2/2409132.jpg,1758331,Where is the red sign?,,,,,,
220,Under the fork.,2370275.jpg,2409132,13182,https://cs.stanford.edu/people/rak248/VG_100K_2/2409132.jpg,1839413,Where is the white napkin?,,,,,,
221,Tennis.,2373103.jpg,2409132,13182,https://cs.stanford.edu/people/rak248/VG_100K_2/2409132.jpg,1899168,What is the guy playing?,,,,,,
222,A hot dog.,2398948.jpg,2409090,13222,https://cs.stanford.edu/people/rak248/VG_100K_2/2409090.jpg,1403406,What is the sliced pickles on?,,,,,,
223,700.,2381893.jpg,2409090,13222,https://cs.stanford.edu/people/rak248/VG_100K_2/2409090.jpg,554037,What is the bus number?,,,,,,
224,Field.,2405030.jpg,2409090,13222,https://cs.stanford.edu/people/rak248/VG_100K_2/2409090.jpg,1151801,Where are the sheep?,,,,,,
225,On the hood of a car.,2377065.jpg,2409080,13232,https://cs.stanford.edu/people/rak248/VG_100K_2/2409080.jpg,813765,Where is the cat?,,,,,,
226,Yellow.,2391815.jpg,2409080,13232,https://cs.stanford.edu/people/rak248/VG_100K_2/2409080.jpg,482123,What color are the circles on the stickers?,,,,,,
227,Yellow.,2319444.jpg,2409080,13232,https://cs.stanford.edu/people/rak248/VG_100K_2/2409080.jpg,900796,What color is the vase?,,,,,,
228,Yellow.,2367500.jpg,2408639,13311,https://cs.stanford.edu/people/rak248/VG_100K_2/2408639.jpg,310355,What color is the surfboard?,,,,,,
229,Saucer.,2397048.jpg,2408639,13311,https://cs.stanford.edu/people/rak248/VG_100K_2/2408639.jpg,1583790,What is the cup sitting in?,,,,,,
230,The stove.,2388485.jpg,2408639,13311,https://cs.stanford.edu/people/rak248/VG_100K_2/2408639.jpg,804632,Where are they cooking?,,,,,,
231,White.,2337039.jpg,2408714,13385,https://cs.stanford.edu/people/rak248/VG_100K_2/2408714.jpg,397999,What color are the kitchen cabinets?,,,,,,
232,2.,2407521.jpg,2408714,13385,https://cs.stanford.edu/people/rak248/VG_100K_2/2408714.jpg,1208718,How many colors does each zebra have?,,,,,,
233,A man.,2369168.jpg,2408714,13385,https://cs.stanford.edu/people/rak248/VG_100K_2/2408714.jpg,1817668,What is in front of the truck?,,,,,,
234,Daytime.,2348360.jpg,2408730,13400,https://cs.stanford.edu/people/rak248/VG_100K_2/2408730.jpg,324960,When was the picture taken?,,,,,,
235,In the sky.,2363416.jpg,2408730,13400,https://cs.stanford.edu/people/rak248/VG_100K_2/2408730.jpg,1701236,Where is the plane?,,,,,,
236,One.,2332863.jpg,2408730,13400,https://cs.stanford.edu/people/rak248/VG_100K_2/2408730.jpg,273133,How many people are in the picture?,,,,,,
237,On the wall.,2365435.jpg,2408737,13406,https://cs.stanford.edu/people/rak248/VG_100K_2/2408737.jpg,1741855,Where are the portraits?,,,,,,
238,Black.,2401702.jpg,2408737,13406,https://cs.stanford.edu/people/rak248/VG_100K_2/2408737.jpg,1249351,What is the main color of the umpire's pants?,,,,,,
239,Food.,2370465.jpg,2408737,13406,https://cs.stanford.edu/people/rak248/VG_100K_2/2408737.jpg,1843174,What is on the plate?,,,,,,
240,Boxes.,2372762.jpg,2408766,13430,https://cs.stanford.edu/people/rak248/VG_100K_2/2408766.jpg,241440,What is the man in glasses carrying?,,,,,,
241,The camera.,2390069.jpg,2408766,13430,https://cs.stanford.edu/people/rak248/VG_100K_2/2408766.jpg,1422083,What is the zebra looking at?,,,,,,
242,On the ground.,2355564.jpg,2408766,13430,https://cs.stanford.edu/people/rak248/VG_100K_2/2408766.jpg,830975,Where is the cart?,,,,,,
243,Grass.,2358209.jpg,2408787,13449,https://cs.stanford.edu/people/rak248/VG_100K_2/2408787.jpg,636885,What is on the ground?,,,,,,
244,Black.,2385509.jpg,2408787,13449,https://cs.stanford.edu/people/rak248/VG_100K_2/2408787.jpg,615047,What color are the keys?,,,,,,
245,Racing.,2398035.jpg,2408787,13449,https://cs.stanford.edu/people/rak248/VG_100K_2/2408787.jpg,1589282,What are the planes doing?,,,,,,
246,No one.,2416110.jpg,2408965,13618,https://cs.stanford.edu/people/rak248/VG_100K_2/2408965.jpg,940031,Who is in the photo?,,,,,,
247,In sky.,2373009.jpg,2408965,13618,https://cs.stanford.edu/people/rak248/VG_100K_2/2408965.jpg,1897274,Where are the clouds?,,,,,,
248,Two.,2376412.jpg,2408965,13618,https://cs.stanford.edu/people/rak248/VG_100K_2/2408965.jpg,558426,How many pumpkins are there?,,,,,,
249,2.,2362037.jpg,2408599,13692,https://cs.stanford.edu/people/rak248/VG_100K_2/2408599.jpg,441726,How many laptops are shown?,,,,,,
250,Tan.,2408138.jpg,2408599,13692,https://cs.stanford.edu/people/rak248/VG_100K_2/2408599.jpg,1053301,What color is the third umbrella?,,,,,,
251,Blue.,2412359.jpg,2408599,13692,https://cs.stanford.edu/people/rak248/VG_100K_2/2408599.jpg,1123012,What color is the sky?,,,,,,
252,A cardinal.,2359214.jpg,2408587,13704,https://cs.stanford.edu/people/rak248/VG_100K_2/2408587.jpg,508212,What kind of bird is pictured?,,,,,,
253,Chocolate.,2358323.jpg,2408587,13704,https://cs.stanford.edu/people/rak248/VG_100K_2/2408587.jpg,1598242,What are the pieces?,,,,,,
254,Corner of wall.,2400811.jpg,2408587,13704,https://cs.stanford.edu/people/rak248/VG_100K_2/2408587.jpg,1230235,Where is the plant?,,,,,,
255,Black and white.,2386188.jpg,2408539,13748,https://cs.stanford.edu/people/rak248/VG_100K_2/2408539.jpg,614513,What colors are the woman with the umbrella's bathing suit?,,,,,,
256,White.,2371082.jpg,2408539,13748,https://cs.stanford.edu/people/rak248/VG_100K_2/2408539.jpg,1856059,What is the holder color?,,,,,,
257,Wood.,2389525.jpg,2408539,13748,https://cs.stanford.edu/people/rak248/VG_100K_2/2408539.jpg,803800,What is the truck sign made of?,,,,,,
258,White.,2407512.jpg,2408432,13850,https://cs.stanford.edu/people/rak248/VG_100K_2/2408432.jpg,1208491,What color is the scooter?,,,,,,
259,White.,2389209.jpg,2408432,13850,https://cs.stanford.edu/people/rak248/VG_100K_2/2408432.jpg,1541838,What is the main color of the bike?,,,,,,
260,Four.,2413727.jpg,2408432,13850,https://cs.stanford.edu/people/rak248/VG_100K_2/2408432.jpg,1012810,How many legs does the giraffe have?,,,,,,
261,Clear.,2328153.jpg,2408418,13864,https://cs.stanford.edu/people/rak248/VG_100K_2/2408418.jpg,596957,How is the photo?,,,,,,
262,Tracks.,2410881.jpg,2408418,13864,https://cs.stanford.edu/people/rak248/VG_100K_2/2408418.jpg,1318136,What are the rusty things on the ground?,,,,,,
263,The lady.,2354993.jpg,2408418,13864,https://cs.stanford.edu/people/rak248/VG_100K_2/2408418.jpg,575538,Who is tying the knot?,,,,,,
264,One man.,2360346.jpg,2408336,13943,https://cs.stanford.edu/people/rak248/VG_100K_2/2408336.jpg,763151,Who is in the water?,,,,,,
265,Metal pole.,2377077.jpg,2408336,13943,https://cs.stanford.edu/people/rak248/VG_100K_2/2408336.jpg,1978961,What are the signs attached to?,,,,,,
266,Gray.,2406733.jpg,2408336,13943,https://cs.stanford.edu/people/rak248/VG_100K_2/2408336.jpg,1191736,What color is the ground?,,,,,,
267,In the water.,2366373.jpg,2408332,13947,https://cs.stanford.edu/people/rak248/VG_100K_2/2408332.jpg,1760316,Where is the polar bear?,,,,,,
268,Skating.,2373932.jpg,2408332,13947,https://cs.stanford.edu/people/rak248/VG_100K_2/2408332.jpg,560405,What is the boys doing?,,,,,,
269,City Hall.,2395946.jpg,2408332,13947,https://cs.stanford.edu/people/rak248/VG_100K_2/2408332.jpg,1387153,What is written on the building's door?,,,,,,
270,A table.,2369340.jpg,2408317,13962,https://cs.stanford.edu/people/rak248/VG_100K_2/2408317.jpg,1821278,What is the lamp sitting on?,,,,,,
271,Eyeglasses.,2405624.jpg,2408317,13962,https://cs.stanford.edu/people/rak248/VG_100K_2/2408317.jpg,1165563,What is on the man's face?,,,,,,
272,A blue scoop.,2376354.jpg,2408317,13962,https://cs.stanford.edu/people/rak248/VG_100K_2/2408317.jpg,1964943,What is next to the toilet?,,,,,,
273,Black.,2360375.jpg,2408279,13997,https://cs.stanford.edu/people/rak248/VG_100K_2/2408279.jpg,507275,What color are the cows?,,,,,,
274,Marks.,2373640.jpg,2408279,13997,https://cs.stanford.edu/people/rak248/VG_100K_2/2408279.jpg,1910155,What is in the ground?,,,,,,
275,Blue.,2416132.jpg,2408279,13997,https://cs.stanford.edu/people/rak248/VG_100K_2/2408279.jpg,940207,What color is the sky?,,,,,,
276,In the back.,2384210.jpg,2408259,14016,https://cs.stanford.edu/people/rak248/VG_100K_2/2408259.jpg,680077,Where are the women?,,,,,,
277,Morning.,2405359.jpg,2408259,14016,https://cs.stanford.edu/people/rak248/VG_100K_2/2408259.jpg,1158617,What time of day is it?,,,,,,
278,Green.,2398199.jpg,2408259,14016,https://cs.stanford.edu/people/rak248/VG_100K_2/2408259.jpg,349067,What color are the trees?,,,,,,
279,A traffic light.,2410603.jpg,2408244,14030,https://cs.stanford.edu/people/rak248/VG_100K_2/2408244.jpg,1111170,What is pictured in the yellow box?,,,,,,
280,White.,2414031.jpg,2408244,14030,https://cs.stanford.edu/people/rak248/VG_100K_2/2408244.jpg,1022897,What color is the wall behind desk?,,,,,,
281,Metal bar.,2366987.jpg,2408244,14030,https://cs.stanford.edu/people/rak248/VG_100K_2/2408244.jpg,1772430,What is curved and shiny?,,,,,,
282,Vegetables.,2370768.jpg,2408158,14111,https://cs.stanford.edu/people/rak248/VG_100K_2/2408158.jpg,1849353,What is in the salad?,,,,,,
283,Plastic.,2390843.jpg,2408158,14111,https://cs.stanford.edu/people/rak248/VG_100K_2/2408158.jpg,1426526,What is the teddy bear keychain wrapped in?,,,,,,
284,Sitting against the wall.,2370952.jpg,2408158,14111,https://cs.stanford.edu/people/rak248/VG_100K_2/2408158.jpg,1853285,How is the plastic swimming pool stored?,,,,,,
285,White.,2374744.jpg,2408137,14131,https://cs.stanford.edu/people/rak248/VG_100K_2/2408137.jpg,1932844,What coffee cup color is on the table?,,,,,,
286,A guitar.,2397827.jpg,2408137,14131,https://cs.stanford.edu/people/rak248/VG_100K_2/2408137.jpg,1459770,What is in the corner of the room?,,,,,,
287,Gull.,2362336.jpg,2408137,14131,https://cs.stanford.edu/people/rak248/VG_100K_2/2408137.jpg,1679208,What type of bird is show?,,,,,,
288,Plastic.,2390510.jpg,2408098,14170,https://cs.stanford.edu/people/rak248/VG_100K_2/2408098.jpg,1549284,What is the figure made of?,,,,,,
289,Red.,2410114.jpg,2408098,14170,https://cs.stanford.edu/people/rak248/VG_100K_2/2408098.jpg,1096799,What color is the car parked outside?,,,,,,
290,A tail.,2364502.jpg,2408098,14170,https://cs.stanford.edu/people/rak248/VG_100K_2/2408098.jpg,1723299,What is the long thin object attached to the tan buffalo's behind?,,,,,,
291,Against wall.,2377773.jpg,2408043,14224,https://cs.stanford.edu/people/rak248/VG_100K_2/2408043.jpg,557329,Where are the backpacks?,,,,,,
292,Spoon.,2373552.jpg,2408043,14224,https://cs.stanford.edu/people/rak248/VG_100K_2/2408043.jpg,1908256,What utensil is this?,,,,,,
293,Blue line design.,2368007.jpg,2408043,14224,https://cs.stanford.edu/people/rak248/VG_100K_2/2408043.jpg,1793209,What is on the teapot?,,,,,,
294,The editor wanted to make the photo unique.,2371908.jpg,2408034,14233,https://cs.stanford.edu/people/rak248/VG_100K_2/2408034.jpg,625936,Why is there two cars in the same place?,,,,,,
295,A cat.,2388606.jpg,2408034,14233,https://cs.stanford.edu/people/rak248/VG_100K_2/2408034.jpg,1476693,What is inside the vehicle?,,,,,,
296,Landing a trick.,2410807.jpg,2408034,14233,https://cs.stanford.edu/people/rak248/VG_100K_2/2408034.jpg,1316448,What is the boy doing with the skateboard?,,,,,,
297,During the day time.,2376951.jpg,2407980,14283,https://cs.stanford.edu/people/rak248/VG_100K_2/2407980.jpg,1976792,When did this happen?,,,,,,
298,Town.,2402647.jpg,2407980,14283,https://cs.stanford.edu/people/rak248/VG_100K_2/2407980.jpg,1266109,What can be seen in the background?,,,,,,
299,On table.,2365107.jpg,2407980,14283,https://cs.stanford.edu/people/rak248/VG_100K_2/2407980.jpg,1734989,Where is the cat?,,,,,,
0,Tub.,2389874.jpg,2407949,14311,https://cs.stanford.edu/people/rak248/VG_100K_2/2407949.jpg,1354357,What is blue in the picture?,,,,,,
1,Tell time.,2382285.jpg,2407949,14311,https://cs.stanford.edu/people/rak248/VG_100K_2/2407949.jpg,809587,Why is there a clock?,,,,,,
2,Below the people.,2398216.jpg,2407949,14311,https://cs.stanford.edu/people/rak248/VG_100K_2/2407949.jpg,1399190,Where is the ground?,,,,,,
3,Sailboats.,2359008.jpg,2407942,14317,https://cs.stanford.edu/people/rak248/VG_100K_2/2407942.jpg,1613198,What types of boats are these?,,,,,,
4,1.,2315846.jpg,2407942,14317,https://cs.stanford.edu/people/rak248/VG_100K_2/2407942.jpg,929585,How many people do you see?,,,,,,
5,Skiing.,2378200.jpg,2407942,14317,https://cs.stanford.edu/people/rak248/VG_100K_2/2407942.jpg,298037,What are the people doing?,,,,,,
6,It is clear.,2405561.jpg,2407896,14359,https://cs.stanford.edu/people/rak248/VG_100K_2/2407896.jpg,211896,How is the weather?,,,,,,
7,On top of the refrigerator.,2415098.jpg,2407896,14359,https://cs.stanford.edu/people/rak248/VG_100K_2/2407896.jpg,1037196,Where is the microwave?,,,,,,
8,Black and white.,2409907.jpg,2407896,14359,https://cs.stanford.edu/people/rak248/VG_100K_2/2407896.jpg,1092401,What color are the stripes?,,,,,,
9,Eating.,2394350.jpg,2407784,14467,https://cs.stanford.edu/people/rak248/VG_100K_2/2407784.jpg,1442759,What is the nearest zebra doing?,,,,,,
